Bank Name,Region,Address,Website,Page Link
88. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KUVASAI BRANCH,Fergana region,"Uzbekistan, 713831, Fergana region, Kuvasay, street NAVOI, 2",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kuvasai-branch
89. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KUVA BRANCH,Fergana region,"Uzbekistan, 713910, Fergana region, Kuva, street AKHMAD YASSAVI, 55",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kuva-branch
90. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KUMKURGAN BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Kumkurgan, street BERUNI, 6",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kumkurgan-branch
91. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KUNGRAD BRANCH,Republic of Karakalpakstan,"Uzbekistan, 743800, Republic of Karakalpakstan, Kungrad, street GAREZSIZLIK, 31",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kungrad-branch
92. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KURANTEPA BRANCH,Andizhan region,"Uzbekistan, 170700, Andizhan region, Kurgantepa, street SHIFOKOR, 3",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kurantepa-branch
93. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MARGILAN BRANCH,Fergana region,"Uzbekistan, 151109, Fergana region, Margilan, street TURALAR, 216",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-margilan-branch
94. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MARKHAMAT BRANCH,Andizhan region,"Uzbekistan, 170800, Andizhan region, Markhamat, street BUYUK IPAK YULI, 126",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-markhamat-branch
95. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MIRABAD BRANCH,Tashkent region,"Uzbekistan, 100005, Tashkent region, Tashkent, Mirabad district, street ABU SULEYMAN BANOKATI, 165",mirobod_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-mirabad-branch
96. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MIRZACHUL BRANCH,Dzhizak region,"Uzbekistan, 110400, Dzhizak region, Gagarin, 11",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-mirzachul-branch
97. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MIRZO-ULUGBEK BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, avenue MUSTAKILLIK, 66",mirzo_ulugbek_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-mirzo-ulugbek-branch
98. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MUBAREK BRANCH,Kashkadarya region,"Uzbekistan, 180500, Kashkadarya region, Mubarek, street ZANJIRSAROY, 15/3",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-mubarek-branch
99. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY NAVOI BRANCH,Navoi region,"Uzbekistan, 210100, Navoi region, Navoi, street IBN SINO, 14",navoiy@nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-navoi-branch
100. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY NAMANGAN BRANCH,Namangan region,"Uzbekistan, 160100, Namangan region, Namangan, avenue ISLAM KARIMOV, 2",namangan@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-namangan-branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY NURABAD BRANCH,Samarkand region,"Uzbekistan, 141100, Samarkand region, Nurabad, 27",nurobod@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-nurabad-branch
2. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY POSTDARGOM BRANCH,Samarkand region,"Uzbekistan, 140500, Samarkand region, Juma, street SAMARKAND, 87",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-postdargom-branch
3. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY PAKHTAABAD BRANCH,Andizhan region,"Uzbekistan, 171300, Andizhan region, Pakhtaabad, street SHURO, 2",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-pakhtaabad-branch
4. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY RISHTAN BRANCH,Fergana region,"Uzbekistan, 151300, Fergana region, Rishtan, 253",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-rishtan-branch
5. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY ROMITAN BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Romitan, street BAKHORISTAN, 75",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-romitan-branch
6. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SAYOKHAT BRANCH,Tashkent region,"Uzbekistan, 100185, Tashkent region, Tashkent, Chilanzar district, avenue BUNYODKOR, 28",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-sayokhat-branch
7. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SAMARKAND BRANCH,Samarkand region,"Uzbekistan, 140105, Samarkand region, Samarkand, avenue MIRZO ULUGBEK, 1",samarkandmail@samarkand.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-samarkand-branch
8. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SERGELI BRANCH,Tashkent region,"Uzbekistan, 100085, Tashkent region, Tashkent, Sergeli district, massif SERGELI-6",sergeli_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-sergeli-branch
9. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SIR-DARYA BRANCH,Sir-Darya region,"Uzbekistan, 120100, Sir-Darya region, Gulistan, street NAVOI, 43",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-sir-darya-branch
10. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY TASHKENT CITY BRANCH,Tashkent region,"Uzbekistan, 100019, Tashkent region, Tashkent, Almazar district, street SEBZAR, 1",modem@kapital.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-tashkent-city-branch
11. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY OF THE TASHKENT REGIONAL DEPARTMENT,Tashkent region,"Uzbekistan, Tashkent region, Nurafshon, street TOSHKENT YULI, 10",regional_mail@regional.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-of-the-tashkent-regional-department
12. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY TERMEZ BRANCH,Surkhan-Darya region,"Uzbekistan, 732000, Surkhan-Darya region, Termez, avenue AT-TERMEZI, 1 А",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-termez-branch
13. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY TURAKURGAN BRANCH,Namangan region,"Uzbekistan, 160704, Namangan region, Turakurgan, street TURAKURGAN, 3",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-turakurgan-branch
14. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY TURTKUL BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231700, Republic of Karakalpakstan, Turtkul, street TURTKUL, 56",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-turtkul-branch
15. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY UYCHI BRANCH,Namangan region,"Uzbekistan, 160130, Namangan region, Uychi, street BERUNI, 18",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-uychi-branch
16. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY URGUT BRANCH,Samarkand region,"Uzbekistan, 141600, Samarkand region, Urgut, street NAVOI, 176",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-urgut-branch
17. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY UCHKUDUK BRANCH,Navoi region,"Uzbekistan, 210900, Navoi region, Uchkuduk, street AMIR TEMUR, 45",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-uchkuduk-branch
18. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY UCHKURGAN BRANCH,Namangan region,"Uzbekistan, 160400, Namangan region, Uchkurgan, street DUSTLIK, 18",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-uchkurgan-branch
19. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY UCH-TEPA BRANCH,Tashkent region,"Uzbekistan, 100138, Tashkent region, Tashkent, Uchtepa district, massif CHILANZAR-13, 54",uchtepa_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-uch-tepa-branch
20. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY FERGANA BRANCH,Fergana region,"Uzbekistan, 150103, Fergana region, Fergana, street AL-FARGONI, 35",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-fergana-branch
21. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KHAZARASP BRANCH,Khorezm region,"Uzbekistan, Khorezm region, Xazarasp, street U.YUSUPOV, 1 А",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-khazarasp-branch
22. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY HANKI BRANCH,Khorezm region,"Uzbekistan, 220800, Khorezm region, Khanka, street AL-KHOREZMY, 2 А",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-hanki-branch
23. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KHODZHEILY BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231300, Republic of Karakalpakstan, Hojaley, street MUSTAKILLIK, 2",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-khodzheily-branch
24. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KHOREZM BRANCH,Khorezm region,"Uzbekistan, 220100, Khorezm region, Urgench, street PAKHLAVON MAKHMUD, 150",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-khorezm-branch
25. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY CHARTAK BRANCH,Namangan region,"Uzbekistan, 160300, Namangan region, Chartak, square ISTIKLOL, 5",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-chartak-branch
26. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHAVAT BRANCH,Khorezm region,"Uzbekistan, Khorezm region, Shavat, street TURKMENISTAN, 11",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-shavat-branch
27. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHAYKHANTAKHUR BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Shaykhantakhur district, street NAVOI, 27",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-shaykhantakhur-branch
28. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHAFIRKAN BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Shafirkan, street MUSTAKILLIK, 9",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-shafirkan-branch
29. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHAHRISABZ BRANCH,Kashkadarya region,"Uzbekistan, Kashkadarya region, Shakhrisabz, street BUYUK IPAK YULI, 100",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-shahrisabz-branch
30. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHAHRIKHAN BRANCH,Andizhan region,"Uzbekistan, Andizhan region, Shakhrikhan, avenue SHAHRIKHAN, 64",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-shahrikhan-branch
31. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY SHERABAD BRANCH,Surkhan-Darya region,"Uzbekistan, 191400, Surkhan-Darya region, Sherabad, street NAVOI, 20",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-sherabad-branch
32. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100037, Tashkent region, Tashkent, Yunusabad district, massif YUNUSABAD-11, 32 A, floor 2",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yunusabad-branch
33. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YAKKASARAY BRANCH,Tashkent region,"Uzbekistan, 100095, Tashkent region, Tashkent, Yakkasaray district, avenue BOBUR, 85",yakkasaroy_mail@mail.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yakkasaray-branch
34. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YANGIARIK BRANCH,Khorezm region,"Uzbekistan, 221100, Khorezm region, Yangiarik region, street MUSTAKILLIK, 78",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yangiarik-branch
35. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YANGINISHAN BRANCH,Kashkadarya region,"Uzbekistan, 181100, Kashkadarya region, Yangi-nishan, street UZBEKISTAN",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yanginishan-branch
36. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YANGIYUL BRANCH,Tashkent region,"Uzbekistan, 702808, Tashkent region, Yangiyul, street SAMARKAND, 178",yangiyul_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yangiyul-branch
37. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY YASHNABAD BRANCH,Tashkent region,"Uzbekistan, 100016, Tashkent region, Tashkent, Yashnabad district, street SODYK AZIMOV, 2 А",yashnabod_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-yashnabad-branch
38. POYTAKHT BANK STOCK COMPANY,Tashkent region,"Uzbekistan, 100063, Tashkent region, Tashkent, Chilanzar district, avenue ISLAM KARIMOV, 55",info@poytaxtbank.uz,https://www.yellowpages.uz/en/company/poytakht-bank-stock-company
39. REPUBLICAN COLLECTION SERVICE OF THE CENTRAL BANK OF THE REPUBLIC OF UZBEKISTAN,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Shaykhantakhur district, avenue NAVOI, 19",info@uzbinkas.uz,https://www.yellowpages.uz/en/company/republican-collection-service-of-the-central-bank-of-the-republic-of-uzbekistan
40. SAMARKAND VAKT DEPOZITARIY LLC,Samarkand region,"Uzbekistan, Samarkand region, Samarkand",,https://www.yellowpages.uz/en/company/samarkand-vakt-depozitariy-llc
41. TARAKKIYOT CENTER OF BANKING SERVICES UNDER THE OPERATIONAL MANAGEMENT OF CHUB TRUSTBANK,Tashkent region,"Uzbekistan, Tashkent region, Tashkent region, street IKBOL, 1",,https://www.yellowpages.uz/en/company/tarakkiyot-center-of-banking-services-under-the-operational-management-of-chub-trustbank
42. IPOTEKA BANK HELPLINES,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, street SHAKHRISABZ, 30",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-helplines
43. TRUSTBANK PRIVATE COMMERCIAL BANK,Tashkent region,"Uzbekistan, 100011, Tashkent region, Tashkent, Shaykhantakhur district, avenue NAVOI, 7",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-tashkent-shaykhantakhur
44. TRUSTBANK PRIVATE COMMERCIAL BANK ANDIZHAN BRANCH,Andizhan region,"Uzbekistan, 170100, Andizhan region, Andijan , street LERMONTOV, 45",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-andizhan-branch
45. TRUSTBANK PRIVATE COMMERCIAL BANK DJIZAKH BRANCH,Dzhizak region,"Uzbekistan, 130100, Dzhizak region, Jizak, square SHARAF RASHIDOV, 114",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-djizakh-branch
46. TRUSTBANK PRIVATE COMMERCIAL BANK KARSHI BRANCH,Kashkadarya region,"Uzbekistan, 180106, Kashkadarya region, Karshi, street UZBEKISTAN, 1 A",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-karshi-branch
47. TRUSTBANK PRIVATE COMMERCIAL BANK NAMANGAN BRANCH,Namangan region,"Uzbekistan, 160130, Namangan region, Namangan, street HOTIRA, 1",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-namangan-branch
48. TRUSTBANK PRIVATE COMMERCIAL BANK SAMARKAND BRANCH,Samarkand region,"Uzbekistan, Samarkand region, Samarkand, street KHASHIMOV, 43",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-samarkand-branch
49. TRUSTBANK PRIVATE COMMERCIAL BANK TASHKENT CITY BRANCH,Tashkent region,"Uzbekistan, 100043, Tashkent region, Tashkent, Chilanzar district, avenue BUNYODKOR, 11 А",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-tashkent-city-branch
50. TRUSTBANK PRIVATE COMMERCIAL BANK TERMEZ BRANCH,Surkhan-Darya region,"Uzbekistan, 190112, Surkhan-Darya region, Termez, street YUNUS RAJABI, 16 V",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-termez-branch
51. TRUSTBANK PRIVATE COMMERCIAL BANK FERGANA BRANCH,Fergana region,"Uzbekistan, 150117, Fergana region, Fergana, street MA'RIFAT, 8",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-fergana-branch
52. TRUSTBANK DARKHAN PRIVATE COMMERCIAL BANK BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Mirzo-Ulugbek district, square KHAMID ALIMDJAN, 5 B",darhan@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-darkhan-private-commercial-bank-branch
53. TRUSTBANK PRIVATE COMMERCIAL BANK YAKKASARAY BRANCH,Tashkent region,"Uzbekistan, 100100, Tashkent region, Tashkent, Yakkasaray district, travel 3-rd URIKZAR, 1 B",info@trustbank.uz,https://www.yellowpages.uz/en/company/trustbank-private-commercial-bank-yakkasaray-branch
54. TURKISTON RPIVATE JOINT STOCK COMMERCIAL BANK,Tashkent region,"Uzbekistan, 100208, Tashkent region, Tashkent, Uchtepa district, street ZARGARLIK, 48 А",info@hd.turkistonbank.uz,https://www.yellowpages.uz/en/company/turkiston-rpivate-joint-stock-commercial-bank
55. TURKISTON RPIVATE JOINT STOCK COMMERCIAL BANK YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Yunusabad district, travel 1-st AMIR TEMUR, 6 A",info@turkistonbank.uz,https://www.yellowpages.uz/en/company/turkiston-rpivate-joint-stock-commercial-bank-yunusabad-branch
56. MANAGEMENT OF REPUBLICAN CASH COLLECTION SERVICE OF THE CENTRAL BANK IN TASHKENT REGION,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Almazar district, street ABDULLA KADIRIY, 1 А",uzmbrix_roshvil@mail.ru,https://www.yellowpages.uz/en/company/management-of-republican-cash-collection-service-of-the-central-bank-in-tashkent-region
57. PEOPLES BANK RU AKDARYA BRANCH,Samarkand region,"Uzbekistan, 141000, Samarkand region, Akdarya region, settlement LAISH, 41",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-akdarya-branch
58. PEOPLES BANK AKKURGAN BRANCH,Tashkent region,"Uzbekistan, 110400, Tashkent region, Akkurgan, street NAVOI, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-akkurgan-branch
59. PEOPLES BANK ALAT BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Alat, street ALAT, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-alat-branch
60. PEOPLES BANK ALMALYK BRANCH,Tashkent region,"Uzbekistan, 110100, Tashkent region, Almalyk, street AMIR TEMUR, 30",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-almalyk-branch
61. PEOPLES BANK ALTYARYK BRANCH,Fergana region,"Uzbekistan, 151200, Fergana region, Altyaryk, street CHINORTAGI, 33",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-altyaryk-branch
62. PEOPLES BANK ALTYNKUL BRANCH,Andizhan region,"Uzbekistan, 171000, Andizhan region, Altynkul region, street KHURRIYAT, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-altynkul-branch
63. PEOPLES BANK АMALIYOT BRANCH ANDIZHAN,Andizhan region,"Uzbekistan, 170100, Andizhan region, Andijan , street MUSTAKILLIK, 3",instagram.com/xalqbankinfo,https://www.yellowpages.uz/en/company/halk-bank-ruz-amaliyot-filial-g-andizhan
64. PEOPLES BANK AMALIYOT BRANCH BUKHARA,Bukhara region,"Uzbekistan, Bukhara region, Bukhara, street IKBOL, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-amaliyot-branch-bukhara
65. PEOPLES BANK RU АMALIYOT BRANCH GULISTAN,Sir-Darya region,"Uzbekistan, 120100, Sir-Darya region, Gulistan, street KHONDAMIR, 3",xb.uz,https://www.yellowpages.uz/en/company/halk-bank-ruz-amaliyot-filial-g-gulistan
66. PEOPLES BANK AMALIYOT BRANCH DZHIZAK,Dzhizak region,"Uzbekistan, 130100, Dzhizak region, Jizak, street RASHIDOV, 53",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-amaliyot-branch-dzhizak
67. PEOPLES BANK RU АMALIYOT BRANCH KARSHI,Kashkadarya region,"Uzbekistan, 180100, Kashkadarya region, Karshi, 44",xb.uz,https://www.yellowpages.uz/en/company/halk-bank-ruz-amaliyot-filial-g-karshi
68. PEOPLES BANK AMALIYOT BRANCH NAMANGAN,Namangan region,"Uzbekistan, 161100, Namangan region, Namangan, street LUTFI, 5 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-amaliyot-branch-namangan
69. PEOPLES BANK АMALIYOT BRANCH NUKUS,Republic of Karakalpakstan,"Uzbekistan, 230100, Republic of Karakalpakstan, Nukus, street GAREZSIZLIK, 74 A",xb.uz,https://www.yellowpages.uz/en/company/halk-bank-ruz-amaliyot-filial-g-nukus
70. PEOPLES BANK RU AMALIYOT BRANCH SAMARKAND,Samarkand region,"Uzbekistan, 140145, Samarkand region, Samarkand, street AMIR TEMUR, 147",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-amaliyot-branch-samarkand
71. PEOPLES BANK RU AMALIYOT BRANCH URGENCH,Khorezm region,"Uzbekistan, 220100, Khorezm region, Urgench, street TINCHLIK, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-amaliyot-branch-urgench
72. PEOPLES BANK RU AMALIYOT BRANCH FERGANA,Fergana region,"Uzbekistan, 150100, Fergana region, Fergana, street KASHTANZOR, 33",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-amaliyot-branch-fergana
73. PEOPLES BANK АMALIYOT BRANCH KARMANA,Navoi region,"Uzbekistan, Navoi region, Karmana region, street ISLAM KARIMOV, 90",xb.uz,https://www.yellowpages.uz/en/company/halk-bank-ruz-amaliyot-filial-karmaninskij-r-n
74. PEOPLES BANK RU AMUDARYA BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230700, Republic of Karakalpakstan, Mangit, street BERDAKH, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-amudarya-branch
75. PEOPLES BANK RU ANGOR BRANCH,Surkhan-Darya region,"Uzbekistan, 190200, Surkhan-Darya region, Angor, street AT-TERMEZI, 19",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-angor-branch
76. PEOPLES BANK ANGREN BRANCH,Tashkent region,"Uzbekistan, 110200, Tashkent region, Angren, street NAVOI, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-angren-branch
77. PEOPLES BANK ARNASOY BRANCH,Dzhizak region,"Uzbekistan, 130200, Dzhizak region, Arnasay, settlement GOLIBLAR",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-arnasoy-branch
78. PEOPLES BANK ASAKA BRANCH,Andizhan region,"Uzbekistan, 170200, Andizhan region, Asaka, street IMAM AL-BUKHARI, 37",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-asaka-branch
79. PEOPLES BANK RU AKHANGARAN  BRANCH,Tashkent region,"Uzbekistan, 110300, Tashkent region, Akhangaran, street AKHUNBABAEV, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-akhangaran-branch
80. PEOPLES BANK RU BAGAT BRANCH,Khorezm region,"Uzbekistan, 220200, Khorezm region, Bagat region, street UZBEKISTAN, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-bagat-branch
81. PEOPLES BANK RU BAGHDAD BRANCH,Fergana region,"Uzbekistan, 150200, Fergana region, Bagdad region, street MUSTAKILLIK, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-baghdad-branch
82. PEOPLES  BANK RU BAYSUN  BRANCH,Surkhan-Darya region,"Uzbekistan, 190400, Surkhan-Darya region, , street MEHRIDARE, 10 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-baysun-branch
83. PEOPLES BANK BALYKCHY BRANCH,Andizhan region,"Uzbekistan, 170300, Andizhan region, Balykchi, street BALIKCHI, 40",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-balykchy-branch
84. PEOPLES BANK BAKHMAL BRANCH,Dzhizak region,"Uzbekistan, 131000, Dzhizak region, Jizak region, , settlement USMAT, 15",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bakhmal-branch
85. PEOPLES BANK BEKABAD BRANCH,Tashkent region,"Uzbekistan, 110506, Tashkent region, Bekabad, street BUYUK IPAK YULI, 1 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bekabad-branch
86. PEOPLES BANK BEKTEMIR BRANCH,Tashkent region,"Uzbekistan, 100182, Tashkent region, Tashkent, Bektemir district, street BAYKARO, 25",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bektemir-branch
87. PEOPLES BANK RU BERUNY  BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230201, Republic of Karakalpakstan, Beruny, street KAT, 71A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-beruny-branch
88. PEOPLES BANK RU BESHARIK BRANCH,Fergana region,"Uzbekistan, Fergana region, Besharyk, street OLTIN VODIY, 77",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-besharik-branch
89. PEOPLES BANK RU BESHKENT BRANCH,Kashkadarya region,"Uzbekistan, 180200, Kashkadarya region, Beshkent, street KHAMZA, 17",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-beshkent-branch
90. PEOPLES BANK RU BOGISHAMOL BRANCH,Samarkand region,"Uzbekistan, 140100, Samarkand region, Samarkand, street NAVOI, 43",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-bogishamol-branch
